"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"961","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","4","1","2","4","4","4","3",27,21,73326,5,1,1
"962","Frequent Traveller","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Software Engineer","4","1","3","3","5","5","5",45,6,92613,6,2,0
"963","Some Travel","Sales","NY","Divorced","No","No","Business","Black","Male","Sales","2","2","5","3","3","4","4",25,5,69539,4,2,1
"964","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Male","Sales","2","1","4","2","4","2","5",34,30,133468,7,3,0
"965","Frequent Traveller","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","3","0","3","3","2","2","5",42,37,189256,2,2,3
"966","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","Management","5","0","4","2","3","4","3",25,13,178337,7,1,2
"967","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","4","0","5","5","2","5","5",26,28,29791,7,1,2
"968","Frequent Traveller","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","4","0","1","4","3","2","2",35,39,71257,6,2,3
"969","Frequent Traveller","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","5","4","2","4","4",25,20,96514,4,3,0
"970","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Other","Software Engineer","2","2","4","2","3","3","4",26,8,27219,5,3,0
"971","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Black","Female","Management","3","1","1","2","4","2","3",47,37,350101,1,2,1
"972","Some Travel","Sales","IL","Married","No","No","Business","Asian","Male","Sales","4","2","5","4","4","5","5",42,16,106277,5,1,2
"973","Some Travel","Sales","NY","Divorced","No","Yes","Business","White","Female","Sales","2","1","4","2","4","4","4",34,16,100710,10,3,0
"974","Some Travel","Technology","NY","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","4","5",36,41,218940,8,3,3
"975","Some Travel","Technology","IL","Married","No","No","Business","Mixed/Other","Female","Software Engineer","3","1","4","3","3","5","2",27,45,28828,6,3,0
"976","Some Travel","Human Resources","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","HR","1","1","3","2","4","2","5",33,3,53616,3,2,0
"977","Some Travel","Sales","CA","Married","Yes","No","Business","White","Male","Sales","4","0","5","3","4","4","4",45,22,270302,0,1,1
"978","Some Travel","Technology","IL","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","5","5","4","3","3",37,22,193287,1,3,1
"979","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","2","3",25,34,45286,3,1,0
"980","Some Travel","Technology","NY","Divorced","No","No","Other","Black","Male","AI/ML","3","1","5","4","3","3","4",29,14,70872,7,1,0
"981","Frequent Traveller","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","5","1","5","3","5","3","3",33,33,115114,9,3,0
"982","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Other","Software Engineer","1","1","4","3","4","2","4",23,20,45995,1,2,1
"983","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","1","5","5","4","4","4",23,11,22488,2,3,1
"984","No Travel ","Technology","CA","Single","Yes","Yes","STEM","Asian","Male","AI/ML","3","0","3","3","3","2","3",24,35,32502,1,2,0
"985","Some Travel","Sales","CA","Single","Yes","Yes","Other","Mixed/Other","Male","Sales","3","0","5","3","2","2","4",29,3,46465,3,2,0
"986","Frequent Traveller","Human Resources","CA","Married","No","No","Business","Black","Female","HR","3","1","5","2","4","4","3",39,25,349233,2,1,2
"987","Frequent Traveller","Technology","CA","Single","Yes","No","Business","Mixed/Other","Female","Software Engineer","1","0","3","2","5","3","3",25,24,40314,3,1,1
"988","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","2","2","5","4","2","3","5",29,8,119083,6,3,2
"989","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","2","1","4","2","4","3","4",42,10,48922,9,1,1
"990","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","1","0","3","3","4","2","4",38,1,151141,6,1,0
"991","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","4","1","5","4","2","5","3",24,8,50513,4,2,0
"992","Some Travel","Technology","IL","Single","No","No","STEM","Mixed/Other","Female","AI/ML","4","0","5","5","2","4","3",32,20,85884,9,3,2
"993","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","2","1","2","4","5",30,19,125751,1,2,0
"994","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","Software Engineer","1","2","4","5","5","5","5",26,15,45085,4,2,0
"995","Frequent Traveller","Technology","CA","Divorced","Yes","Yes","STEM","White","Female","AI/ML","1","1","3","3","3","2","3",32,13,48835,7,1,2
"996","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Female","AI/ML","4","3","4","2","5","5","5",27,25,24571,5,3,0
"997","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","5","2","4","2","3",27,21,66488,6,1,0
"998","Some Travel","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Male","Software Engineer","4","0","4","4","5","5","3",23,30,54171,3,2,3
"999","Some Travel","Sales","CA","Married","No","No","Business","White","Other","Sales","1","0","4","3","2","3","3",30,11,127014,8,2,2
"1000","Some Travel","Technology","CA","Married","No","No","Business","White","Male","AI/ML","3","1","1","4","4","4","3",21,40,58274,3,2,1
"1001","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","3","1","3","1","4","4","5",44,35,75667,6,2,0
"1002","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","Software Engineer","2","2","5","2","5","4","4",21,22,73075,1,3,2
"1003","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","1","1","3","2","5","4","5",41,16,48147,10,3,1
"1004","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","4","2","4","2","5",26,2,57722,4,2,1
"1005","No Travel ","Technology","NY","Single","Yes","Yes","STEM","Black","Male","Software Engineer","2","0","2","4","1","4","2",28,17,54324,3,2,2
"1006","Some Travel","Human Resources","NY","Married","No","No","Business","White","Female","HR","3","0","3","3","2","3","5",22,11,26880,2,2,0
"1007","Some Travel","Technology","CA","Married","No","No","STEM","Black","Male","AI/ML","2","1","3","4","4","3","3",41,16,45989,8,3,2
"1008","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","2","4","4","2","2","4",32,33,121881,8,3,1
"1009","Some Travel","Sales","CA","Divorced","No","Yes","Business","Mixed/Other","Male","Sales","4","2","5","3","3","2","3",47,26,244765,3,1,3
"1010","Some Travel","Sales","CA","Single","Yes","Yes","STEM","White","Male","Sales","1","0","3","4","3","5","2",26,44,40638,0,3,0
"1011","Some Travel","Sales","CA","Single","No","Yes","Business","White","Male","Sales","4","0","3","4","4","2","4",38,23,157718,10,3,0
"1012","No Travel ","Sales","CA","Single","No","No","Business","White","Female","Management","3","0","3","4","4","1","3",40,9,254535,2,1,2
"1013","Frequent Traveller","Technology","CA","Single","Yes","Yes","STEM","White","Male","AI/ML","3","0","3","3","5","4","2",29,26,78541,5,1,0
"1014","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","4","5","2","5","2",31,10,168087,7,2,0
"1015","Some Travel","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Female","AI/ML","2","1","4","2","4","5","2",25,27,84770,5,3,1
"1016","Some Travel","Technology","CA","Married","Yes","No","Business","Mixed/Other","Female","AI/ML","2","1","3","4","3","3","5",28,23,65328,4,2,1
"1017","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Management","3","3","3","4","5","4","3",44,29,304520,2,2,2
"1018","Some Travel","Technology","NY","Married","No","No","STEM","Asian","Male","AI/ML","3","2","4","3","2","3","3",36,11,236739,4,3,1
"1019","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","3","0","2","3","2","4","3",28,43,50175,9,1,0
"1020","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","4","1","3","1","4","2","3",43,38,155786,7,2,0
"1021","Some Travel","Sales","CA","Single","No","No","Business","Asian","Other","Sales","4","0","3","5","5","4","3",30,37,341039,4,2,2
"1022","Frequent Traveller","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","1","4","2","2","2","2",25,25,46283,6,2,1
"1023","Some Travel","Technology","CA","Single","No","No","STEM","Black","Female","AI/ML","5","0","4","4","3","3","4",22,41,75810,4,1,1
"1024","Frequent Traveller","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","0","3","3","5","3","3",25,6,102569,2,2,3
"1025","Some Travel","Technology","NY","Single","Yes","Yes","Other","Black","Male","Software Engineer","4","0","5","3","5","2","3",26,8,22918,0,1,1
"1026","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Female","AI/ML","3","1","3","3","4","3","2",27,40,31672,3,1,0
"1027","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","1","0","5","4","3","3","3",27,16,54379,2,1,1
"1028","Some Travel","Technology","CA","Single","No","No","STEM","Black","Female","Management","3","0","3","3","3","3","4",36,43,454993,4,1,1
"1029","Some Travel","Sales","CA","Married","No","No","STEM","White","Male","Sales","1","1","2","1","1","1","3",42,12,70535,8,3,3
"1030","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Female","Software Engineer","3","0","4","3","4","2","3",23,23,40438,0,3,0
"1031","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","2","1","4","5","2","5","4",45,20,76693,9,3,1
"1032","Frequent Traveller","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Software Engineer","3","1","5","4","4","5","3",21,36,22462,2,3,1
"1033","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Other","Management","4","3","3","5","5","3","4",43,14,365504,7,2,1
"1034","Frequent Traveller","Sales","IL","Single","Yes","Yes","Other","White","Male","Sales","4","0","3","2","2","3","4",21,36,46452,1,1,3
"1035","Some Travel","Sales","NY","Single","Yes","No","Business","White","Female","Sales","3","0","2","2","1","3","2",20,16,35754,0,3,1
"1036","Some Travel","Technology","CA","Married","Yes","No","STEM","Black","Female","Software Engineer","4","0","3","4","3","2","4",26,34,71198,0,3,1
"1037","No Travel ","Technology","CA","Single","No","No","Business","White","Male","Software Engineer","4","0","3","3","2","3","2",22,25,31386,2,3,1
"1038","Some Travel","Sales","CA","Married","No","No","STEM","Black","Male","Sales","2","2","5","3","5","3","5",46,20,150731,9,1,1
"1039","Some Travel","Sales","NY","Married","No","No","STEM","White","Female","Sales","4","1","4","4","3","4","5",40,2,204005,7,3,0
"1040","Some Travel","Sales","CA","Married","No","Yes","Business","White","Male","Sales","2","1","3","3","2","3","2",36,38,298558,4,1,2
"1041","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","3","0","3","1","1","3","4",19,21,33454,0,2,1
"1042","No Travel ","Technology","IL","Divorced","No","No","STEM","Asian","Female","Management","1","1","3","5","4","2","3",27,8,152322,5,3,1
"1043","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","3","2","3","2","3","5","3",42,39,206277,10,1,2
"1044","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","1","3","2","4","2","4",19,26,43961,1,1,0
"1045","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Software Engineer","4","1","2","2","4","4","4",26,10,148080,7,1,2
"1046","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","0","3","3","3","5","3",24,45,38022,5,1,0
"1047","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Male","Software Engineer","3","1","1","1","1","2","4",25,23,22525,4,2,0
"1048","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","2","1","4","2","3","2","2",31,28,183189,6,1,3
"1049","Frequent Traveller","Sales","CA","Single","Yes","No","Business","Mixed/Other","Male","Sales","4","0","5","4","5","5","4",25,19,28090,0,3,0
"1050","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","AI/ML","2","1","4","4","2","5","5",42,9,73577,9,3,0
"1051","Frequent Traveller","Technology","IL","Married","No","No","Other","White","Male","AI/ML","3","1","3","4","1","2","2",26,12,29449,3,2,0
"1052","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","4","2","4","3","3",30,28,46388,6,3,0
"1053","Frequent Traveller","Technology","NY","Married","No","Yes","STEM","Mixed/Other","Male","AI/ML","4","1","5","2","4","5","3",24,10,67447,6,3,0
"1054","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","4","1","3","2","3","4","4",27,34,50949,7,3,2
"1055","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","3","2","5","4","5","4","2",24,29,105859,5,2,0
"1056","Frequent Traveller","Sales","NY","Single","No","No","Business","Black","Male","Sales","3","0","1","4","3","4","5",24,9,45410,3,3,1
"1057","No Travel ","Sales","NY","Single","Yes","No","Business","Mixed/Other","Other","Sales","2","0","3","3","2","2","5",26,10,55537,1,2,2
"1058","No Travel ","Sales","NY","Single","No","No","Business","White","Male","Sales","3","0","4","2","5","2","4",24,3,128634,4,2,0
"1059","Some Travel","Technology","NY","Divorced","Yes","No","STEM","White","Male","AI/ML","1","3","4","2","2","4","5",29,36,86428,5,3,0
"1060","Some Travel","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","2","2","4","3","2","4","3",28,27,117918,8,1,0
"1061","Some Travel","Technology","IL","Divorced","No","Yes","STEM","White","Female","Management","2","1","5","3","4","5","3",36,2,247730,2,3,1
"1062","Some Travel","Technology","CA","Married","No","Yes","Other","White","Female","AI/ML","2","1","1","3","3","2","3",24,42,38775,5,1,3
"1063","Frequent Traveller","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","3","5","5","5","2",47,21,65626,5,2,0
"1064","Some Travel","Human Resources","CA","Married","No","No","Business","Mixed/Other","Female","HR","1","0","5","4","5","5","3",35,22,67264,8,2,1
"1065","Some Travel","Sales","CA","Single","No","No","Business","Black","Male","Sales","3","0","3","5","4","3","3",26,7,36101,6,3,1
"1066","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","2","4","4","4","4","4",33,41,71201,10,1,2
"1067","Some Travel","Human Resources","NY","Single","No","No","Business","White","Male","HR","2","0","3","4","2","5","3",21,41,20583,1,1,0
"1068","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","5","3","4","4","4",44,13,57296,7,1,0
"1069","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","AI/ML","3","0","3","5","2","2","2",38,39,65416,10,2,1
"1070","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","3","3","3","2","2","2","4",40,26,59899,3,3,0
"1071","Some Travel","Human Resources","CA","Single","No","No","STEM","White","Female","HR","4","0","5","2","5","5","4",40,7,70703,9,1,2
"1072","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","3","5","2","4","5",21,37,43030,1,1,1
"1073","Frequent Traveller","Technology","NY","Divorced","No","Yes","STEM","White","Male","AI/ML","5","1","5","4","5","5","2",28,40,109172,3,1,2
"1074","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","3","2","3","4",24,33,115399,5,3,2
"1075","Some Travel","Sales","IL","Single","No","No","Business","Black","Other","Sales","2","0","3","3","2","3","2",24,8,85238,4,1,0
"1076","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","3","2",25,18,55541,5,1,0
"1077","Some Travel","Technology","CA","Divorced","No","Yes","Other","Mixed/Other","Male","Management","4","1","3","5","5","5","2",25,24,204154,3,3,2
"1078","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","4","1","3","3","4","5","4",23,16,67558,1,2,0
"1079","Frequent Traveller","Sales","CA","Married","Yes","Yes","STEM","White","Female","Sales","2","1","3","3","3","2","4",39,17,107863,8,1,1
"1080","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","3","0","5","2","2","3","2",36,13,121303,3,1,2
"1081","Some Travel","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","3","1","3","3","4","3","3",25,5,44082,4,3,0
"1082","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","2","1","5","4","4","2","5",44,21,91563,9,3,0
"1083","Some Travel","Sales","NY","Married","No","Yes","STEM","White","Female","Sales","3","0","3","4","4","5","3",27,25,91202,7,1,1
"1084","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","5","0","3","4","3","1","5",32,40,60759,6,3,0
"1085","Some Travel","Technology","CA","Married","Yes","Yes","Business","White","Female","AI/ML","1","1","4","4","5","4","5",22,40,53080,1,3,1
"1086","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","1","0","4","2","3","4","2",20,23,26752,1,3,0
"1087","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","White","Female","Sales","3","3","4","2","3","3","4",22,10,36980,0,1,1
"1088","No Travel ","Technology","NY","Married","No","No","STEM","Black","Female","Management","3","1","3","5","3","2","4",42,45,259284,6,3,3
"1089","Frequent Traveller","Sales","CA","Married","Yes","Yes","Business","White","Female","Sales","2","2","3","2","1","2","3",22,26,42250,3,3,0
"1090","Some Travel","Technology","CA","Single","No","No","Business","White","Female","Software Engineer","4","0","3","3","2","2","2",45,7,104720,7,3,2
"1091","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","Management","2","2","3","4","1","4","4",40,39,409998,6,3,0
"1092","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","3","0","5","3","3","4","4",19,45,32322,1,1,3
"1093","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Other","Management","4","2","4","5","4","3","3",42,33,213191,1,1,2
"1094","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","4","0","4","3","2","4","5",24,27,208684,0,1,1
"1095","Some Travel","Sales","IL","Single","Yes","Yes","Business","White","Male","Sales","3","0","5","3","4","5","4",25,14,123307,3,1,0
"1096","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","AI/ML","1","1","5","3","4","4","3",23,33,29490,1,2,1
"1097","Some Travel","Technology","CA","Married","Yes","No","STEM","Asian","Female","AI/ML","3","0","4","3","5","2","4",29,36,46813,1,3,1
"1098","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","1","0","4","2","4","4","4",22,7,28359,2,2,1
"1099","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","2","2","1","3","2","2",23,15,78275,3,1,3
"1100","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Management","3","0","5","2","5","5","4",26,18,178836,5,3,0
"1101","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","AI/ML","2","0","3","2","4","3","3",27,22,56449,1,3,0
"1102","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","1","4","4","4","4","4",24,4,133274,3,1,0
"1103","Frequent Traveller","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","AI/ML","2","0","3","2","4","2","5",22,29,45850,3,2,2
"1104","Some Travel","Technology","IL","Married","No","Yes","STEM","Mixed/Other","Female","Software Engineer","1","1","5","5","4","2","4",25,1,48570,4,3,0
"1105","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","3","1","3","3","5","2","4",19,43,49006,0,1,1
"1106","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","4","2","1","1","2","2","5",27,1,56302,5,3,0
"1107","Some Travel","Technology","CA","Divorced","No","No","Other","White","Male","Management","3","1","3","5","3","2","2",25,25,303446,3,1,1
"1108","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","4","3","4","5","4",25,33,24417,6,2,0
"1109","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","1","3","3","5","4","3","4",22,8,54371,4,3,1
"1110","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Female","Sales","4","0","5","4","2","3","3",30,24,38382,8,3,1
"1111","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","3","0","5","4","4","5","4",48,36,180561,8,1,1
"1112","Some Travel","Human Resources","CA","Married","No","No","Business","Black","Male","HR","4","1","4","4","4","2","2",25,44,132102,5,3,1
"1113","Some Travel","Human Resources","IL","Married","No","No","HR","Mixed/Other","Male","HR","3","0","1","2","2","2","4",24,36,29428,5,2,1
"1114","Some Travel","Technology","CA","Married","No","No","Other","Asian","Female","AI/ML","2","1","5","4","2","3","5",38,25,60549,6,2,0
"1115","Frequent Traveller","Technology","CA","Married","Yes","No","STEM","White","Male","AI/ML","3","1","4","5","2","5","2",22,4,21854,0,3,1
"1116","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Female","Sales","4","0","1","2","3","2","4",26,10,93246,0,1,2
"1117","Some Travel","Technology","CA","Single","Yes","No","STEM","Mixed/Other","Female","Software Engineer","1","0","5","4","2","2","2",22,2,24422,0,3,0
"1118","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","Software Engineer","4","1","4","4","3","2","2",43,31,130665,9,3,0
"1119","Some Travel","Technology","CA","Divorced","No","No","Other","Asian","Female","AI/ML","2","1","4","2","2","3","4",23,25,25425,3,3,0
"1120","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Management","4","0","4","2","4","4","2",33,3,307688,2,3,2
"1121","Some Travel","Technology","NY","Single","No","No","STEM","Asian","Female","Software Engineer","4","0","5","3","3","5","3",30,32,155259,5,1,0
"1122","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","5","0","4","4","3","5","5",28,22,205433,2,3,1
"1123","Some Travel","Technology","CA","Single","Yes","No","STEM","Asian","Male","Software Engineer","3","0","4","3","4","2","3",23,5,63709,0,3,0
"1124","Some Travel","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Female","Software Engineer","2","0","4","5","5","5","4",32,2,152314,6,2,0
"1125","No Travel ","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Female","Management","1","0","1","3","4","2","5",46,21,281175,2,3,1
"1126","Frequent Traveller","Technology","CA","Married","No","No","STEM","White","Female","Management","2","1","5","2","2","4","3",28,27,546549,8,2,3
"1127","No Travel ","Technology","IL","Married","No","No","STEM","White","Male","AI/ML","4","0","5","5","5","2","3",29,12,62756,5,1,2
"1128","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","0","3","4","4","3","3",47,23,44646,5,2,0
"1129","Frequent Traveller","Sales","NY","Single","Yes","No","Business","White","Male","Sales","4","0","2","4","1","4","3",22,4,75816,0,3,2
"1130","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Male","Sales","1","2","5","4","3","2","5",28,10,83864,7,1,2
"1131","No Travel ","Sales","NY","Married","No","No","Business","White","Male","Sales","4","2","5","3","5","2","4",43,34,108315,10,2,3
"1132","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","4","0","4","2","2","3","3",22,13,64364,0,1,1
"1133","Frequent Traveller","Sales","CA","Single","Yes","Yes","Business","Mixed/Other","Female","Sales","3","0","4","3","4","2","4",43,5,350525,9,3,0
"1134","Some Travel","Sales","IL","Married","No","No","Business","White","Male","Sales","2","1","4","2","2","4","2",24,17,63234,2,1,0
"1135","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","3","2","4","4","1","4","4",28,15,83951,6,3,1
"1136","Some Travel","Technology","NY","Single","No","Yes","Other","Mixed/Other","Female","Software Engineer","4","0","4","3","5","5","2",25,24,41243,4,1,1
"1137","Some Travel","Sales","CA","Married","Yes","Yes","Business","White","Female","Sales","3","1","3","5","5","2","4",46,36,96188,9,1,1
"1138","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Other","Software Engineer","3","0","5","4","3","3","3",25,8,126055,4,3,0
"1139","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","3","1","4","5","2","4","3",28,38,151229,0,2,1
"1140","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","White","Male","Software Engineer","2","3","4","3","3","5","4",22,9,73389,2,3,1
"1141","Some Travel","Technology","CA","Married","Yes","Yes","STEM","Asian","Female","Software Engineer","4","3","4","2","3","2","4",21,39,54130,1,2,2
"1142","Some Travel","Sales","NY","Single","Yes","No","Business","White","Other","Sales","1","0","5","4","4","2","4",22,5,64689,1,2,1
"1143","Some Travel","Sales","IL","Single","No","No","Business","White","Female","Sales","4","0","5","2","5","2","3",21,18,49374,2,2,1
"1144","Some Travel","Sales","CA","Divorced","No","No","Business","Asian","Female","Sales","4","2","5","5","3","5","5",38,9,114713,0,1,0
"1145","No Travel ","Technology","IL","Divorced","No","Yes","STEM","White","Male","Software Engineer","2","1","5","3","5","2","2",36,36,61298,9,3,0
"1146","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","4","2","4","3","2","2","5",24,31,105502,5,1,3
"1147","Some Travel","Technology","NY","Single","Yes","No","Business","White","Male","Software Engineer","3","0","3","2","5","5","4",20,23,33632,0,3,1
"1148","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","5","3",28,38,194982,7,3,2
"1149","Frequent Traveller","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","AI/ML","2","0","3","5","5","2","3",25,36,31698,5,3,0
"1150","Some Travel","Sales","CA","Divorced","No","No","Business","White","Male","Sales","4","2","3","2","2","1","3",28,32,128222,7,3,0
"1151","Some Travel","Technology","NY","Married","No","Yes","STEM","Black","Male","Software Engineer","1","1","4","4","4","3","4",26,14,33180,7,3,2
"1152","No Travel ","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","5","1","5","2","2","3","3",22,13,68629,1,1,2
"1153","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","2","0","4","4","2","2","5",29,19,122811,1,2,1
"1154","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","Software Engineer","5","0","5","3","5","2","4",28,39,81906,4,2,1
"1155","Some Travel","Sales","CA","Married","No","Yes","STEM","Mixed/Other","Male","Sales","2","0","4","3","3","4","4",27,42,68638,7,3,1
"1156","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","1","1","2","4","2","4","2",21,11,42066,3,1,1
"1157","No Travel ","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","3","0","4","3","3","5","4",41,34,326896,1,3,3
"1158","No Travel ","Sales","NY","Married","No","No","Business","Asian","Female","Sales","4","1","3","4","5","2","5",36,33,116057,10,3,2
"1159","Some Travel","Technology","IL","Single","No","No","STEM","White","Female","Management","3","0","4","5","4","5","3",27,1,200409,6,1,1
"1160","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","0","5","3","4","3","3",27,27,92522,5,1,2
"1161","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","3","1","3","3","4","2","2",21,21,69402,3,3,1
