"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"773","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","1","3","5","4","2","4",33,31,60754,8,1,1
"774","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","1","0","5","5","3","2","3",31,8,70682,8,1,2
"775","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","3","1","5","3","5","3","3",32,24,41857,5,1,1
"777","Some Travel","Technology","NY","Married","No","No","Business","Mixed/Other","Male","Software Engineer","3","0","4","5","2","2","4",44,5,48994,7,2,1
"778","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","3","2","3","5","3","2","2",41,17,116966,10,2,2
"779","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","3","1","1","4","3","4",23,37,26406,1,2,2
"780","Some Travel","Human Resources","IL","Married","No","No","HR","Black","Male","HR","3","1","5","5","2","3","5",42,4,463051,10,2,0
"781","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","5","2","4","3","3",48,37,145337,10,3,1
"782","Some Travel","Sales","CA","Single","Yes","No","Business","Mixed/Other","Female","Sales","2","0","4","4","3","3","3",29,4,129356,1,3,2
"783","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Management","3","1","5","2","5","3","2",27,16,225831,1,2,0
"784","No Travel ","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","4","0","2","1","1","1","4",24,10,65432,2,3,2
"787","Some Travel","Technology","CA","Single","Yes","No","STEM","Asian","Female","AI/ML","3","0","3","2","5","4","3",28,33,54536,3,1,1
"788","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","1","0","4","1","4","3","4",28,6,87175,10,3,3
"789","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","4","1","3","2","4","2","3",34,26,215246,0,3,1
"791","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","5","5","5","4","3",24,7,106586,3,3,0
"792","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Male","Software Engineer","1","0","5","2","3","4","3",25,28,23993,4,2,3
"793","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Management","4","1","3","5","4","2","4",27,44,152147,6,3,2
"794","Some Travel","Technology","NY","Married","No","No","Business","White","Other","Software Engineer","3","1","3","5","2","3","2",22,6,21649,4,3,2
"795","Some Travel","Technology","IL","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","3","4","3","3","2",26,17,55778,7,1,1
"797","Some Travel","Sales","CA","Married","Yes","No","Business","Asian","Male","Sales","3","0","5","4","3","5","3",25,37,79329,1,2,0
"798","Some Travel","Technology","NY","Married","No","No","STEM","Asian","Female","AI/ML","4","1","4","3","3","2","5",27,13,77039,6,3,1
"799","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","3","3","5","3","2","4",32,30,89960,1,1,3
"801","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Female","Software Engineer","3","1","5","3","2","3","2",26,25,22089,0,2,2
"802","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Management","5","1","4","4","1","2","3",43,11,482510,9,1,0
"803","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Black","Male","AI/ML","3","1","3","2","3","4","4",36,7,46773,8,2,0
"805","Frequent Traveller","Technology","NY","Married","No","No","STEM","Black","Other","Management","1","0","4","5","4","3","4",25,34,170803,2,3,0
"806","No Travel ","Sales","NY","Single","No","No","Business","White","Male","Sales","2","0","4","4","3","3","5",23,10,94417,3,3,1
"807","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","3","4","3","4","2","4",34,40,97542,10,2,1
"808","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","1","2","3","3","4","5","4",23,1,62324,3,3,1
"809","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","3","2","5","2","5","5","4",37,16,82099,7,2,0
"810","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","AI/ML","4","1","5","5","2","5","2",22,2,39732,2,3,0
"811","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","3","3","4","4",28,24,71553,6,2,2
"812","Some Travel","Technology","NY","Divorced","No","Yes","STEM","Mixed/Other","Female","Software Engineer","3","1","4","3","2","4","2",35,7,253952,9,2,1
"813","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Female","Sales","3","2","5","2","5","3","4",36,37,192475,2,2,2
"814","Some Travel","Technology","IL","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","3","2","3","3",19,18,28346,1,2,1
"815","Frequent Traveller","Sales","NY","Single","No","No","Business","Asian","Female","Sales","3","0","3","4","1","1","4",31,21,253719,4,2,1
"816","Some Travel","Technology","CA","Married","No","Yes","Business","White","Male","AI/ML","3","2","4","5","3","2","3",25,10,145905,3,1,2
"817","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Management","4","0","4","3","1","1","3",37,17,476151,4,3,2
"818","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","AI/ML","3","0","5","2","3","4","4",24,35,128126,0,1,2
"821","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","2","1","5","2","2","3","2",23,26,31426,2,3,0
"822","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","Software Engineer","3","1","2","3","1","1","3",22,10,66552,2,2,1
"823","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","2","0","3","1","2","1","5",24,19,32173,4,1,0
"826","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Female","AI/ML","4","1","1","2","2","3","2",42,43,110069,8,3,2
"827","Frequent Traveller","Technology","CA","Single","No","No","Business","Black","Female","AI/ML","1","0","3","2","2","5","4",41,7,107008,10,1,1
"828","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","3","1","3","5","2","2","4",29,45,207952,9,1,3
"830","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Male","Sales","4","0","5","5","3","4","5",33,43,165988,0,3,0
"831","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Management","2","1","4","5","2","5","3",38,45,439935,1,1,1
"832","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","4","0","5","5","3","2","4",26,4,167509,6,1,3
"833","Frequent Traveller","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","2","1","4","3","3","3","4",32,15,44388,9,1,2
"834","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Female","Management","3","1","2","1","2","2","4",36,2,462687,2,3,0
"835","No Travel ","Technology","NY","Divorced","No","No","STEM","White","Male","Management","1","2","4","5","2","2","4",50,11,337946,2,1,2
"836","Some Travel","Sales","IL","Married","No","No","Business","Mixed/Other","Male","Management","1","1","4","4","2","5","5",43,3,313198,9,1,1
"837","Some Travel","Technology","CA","Married","No","No","Other","White","Male","Software Engineer","4","2","3","3","5","3","2",22,32,34823,3,3,3
"839","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Male","AI/ML","4","1","1","1","3","4","2",36,7,73643,7,1,3
"840","Some Travel","Sales","IL","Married","No","No","Business","White","Female","Sales","1","0","4","2","3","5","3",22,29,20802,2,3,1
"841","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","2","5","5","4","3","2",29,14,96319,4,2,0
"842","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","4","1","4","4","5","4","3",21,44,46366,3,2,2
"843","No Travel ","Technology","CA","Married","No","No","STEM","Mixed/Other","Other","AI/ML","5","3","4","3","4","4","3",28,26,112175,3,1,2
"844","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","3","3","3","5","3","3",24,17,101408,2,3,0
"845","Some Travel","Technology","NY","Married","No","No","Other","Mixed/Other","Male","AI/ML","3","1","2","1","1","1","4",27,42,49343,3,2,1
"846","Some Travel","Sales","NY","Divorced","No","Yes","Business","Mixed/Other","Male","Sales","3","1","4","2","3","3","3",25,38,86485,6,3,1
"847","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","Software Engineer","3","0","4","5","5","3","4",22,8,26158,3,3,0
"848","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","1","1","2","3","1","4","4",46,14,205159,9,3,0
"849","Some Travel","Sales","CA","Divorced","No","No","Business","White","Female","Sales","4","1","1","2","4","2","5",24,16,75250,0,3,1
"850","Some Travel","Sales","CA","Divorced","No","Yes","STEM","White","Female","Sales","3","2","3","5","3","3","3",28,17,70787,5,2,0
"851","Some Travel","Sales","CA","Single","No","Yes","Business","Asian","Female","Sales","4","0","4","2","2","5","2",26,17,97811,6,2,1
"852","Some Travel","Sales","CA","Married","Yes","Yes","Business","White","Male","Sales","2","2","5","4","2","4","2",22,16,53220,0,1,1
"853","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","3","2","4","3","4","3",22,6,38169,4,2,0
"854","Some Travel","Sales","CA","Married","No","Yes","Business","White","Female","Sales","3","1","5","5","4","2","3",28,44,304858,7,3,0
"856","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","1","1","3","3","4","5","2",47,23,221827,0,3,1
"857","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","3","0","5","3","4","3","3",27,28,20387,0,2,2
"858","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","0","5","3","2","4","4",25,26,85412,5,3,1
"859","Some Travel","Technology","NY","Married","No","No","Business","Mixed/Other","Male","AI/ML","4","1","4","3","2","2","4",23,19,25986,4,1,1
"860","Some Travel","Sales","NY","Married","No","No","STEM","Mixed/Other","Male","Sales","4","1","3","4","2","5","5",32,15,208435,2,2,0
"861","Some Travel","Technology","IL","Divorced","No","Yes","STEM","White","Male","Software Engineer","3","1","3","5","2","5","5",22,6,43072,2,3,1
"863","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","1","4","4","2","4","3",23,24,69325,4,1,0
"864","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Management","4","0","4","4","3","2","2",27,19,149813,1,3,0
"865","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","2","2","3","2","4","4","2",36,35,60585,7,2,0
"867","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","2","5","2","4","4","4",36,21,57327,8,2,0
"868","Some Travel","Human Resources","CA","Divorced","Yes","Yes","HR","White","Male","HR","4","0","2","1","4","3","2",20,8,26186,0,1,1
"869","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","2","0","4","4","5","2","3",35,4,423941,1,2,3
"870","Some Travel","Sales","NY","Married","Yes","No","Business","White","Male","Management","1","1","5","3","5","3","3",41,35,314961,0,2,1
"871","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","1","0","3","2","5","3","5",21,30,31624,3,3,0
"872","Some Travel","Technology","CA","Single","Yes","Yes","STEM","Black","Female","Software Engineer","4","3","5","3","5","5","3",19,11,27760,0,1,1
"873","Some Travel","Technology","CA","Married","Yes","Yes","STEM","Mixed/Other","Female","AI/ML","3","1","5","3","3","4","5",28,24,46313,1,2,2
"874","Some Travel","Sales","IL","Married","No","No","Business","Mixed/Other","Male","Sales","1","0","1","3","1","3","4",41,11,81654,4,2,1
"875","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","1","5","2","5","4","4",47,37,62999,3,3,0
"876","Some Travel","Sales","CA","Married","No","No","Other","White","Female","Sales","3","1","5","5","5","4","3",22,25,48716,1,3,0
"878","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Black","Female","AI/ML","1","2","3","2","5","4","3",32,14,97595,0,2,3
"879","Frequent Traveller","Human Resources","IL","Married","No","No","Business","White","Female","HR","3","1","5","2","2","5","3",19,24,25838,0,2,0
"880","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Other","Management","5","0","5","5","2","2","3",27,31,205622,5,3,1
"881","Some Travel","Technology","CA","Married","No","No","Other","White","Female","AI/ML","2","1","4","4","5","4","5",26,21,89366,5,2,1
"882","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","Mixed/Other","Male","AI/ML","4","0","5","2","2","3","5",38,23,231699,0,3,0
"884","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","4","1","4","4","4","4","2",28,1,87039,5,1,2
"885","No Travel ","Sales","CA","Married","No","No","Business","White","Male","Sales","2","1","3","5","2","3","4",26,5,93170,6,3,0
"886","No Travel ","Sales","IL","Married","No","Yes","STEM","White","Female","Sales","2","1","5","3","2","4","4",26,8,61686,0,2,0
"888","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","1","4","4","2","3","3",39,15,136970,8,2,0
"889","No Travel ","Sales","NY","Single","No","No","Business","White","Female","Sales","2","0","3","3","4","4","4",39,12,89351,2,2,1
"890","Some Travel","Sales","NY","Married","No","Yes","Business","Mixed/Other","Other","Sales","3","1","3","3","3","4","5",37,30,61117,5,1,0
"891","No Travel ","Technology","CA","Divorced","No","No","Business","Asian","Female","Software Engineer","1","3","3","4","5","3","3",40,26,48125,8,1,0
"892","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Management","1","1","3","4","5","3","5",31,6,376853,1,2,2
"893","Some Travel","Sales","NY","Divorced","Yes","Yes","Business","White","Male","Sales","5","3","5","5","4","2","4",25,33,87347,1,2,1
"894","No Travel ","Human Resources","NY","Divorced","No","No","HR","Asian","Female","HR","3","3","4","4","3","3","4",24,5,41745,4,3,0
"896","Some Travel","Human Resources","NY","Divorced","No","Yes","HR","Black","Female","HR","2","1","3","2","2","4","2",45,34,54132,10,3,0
"897","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Software Engineer","5","0","5","2","4","5","2",30,42,93181,9,3,1
"898","Some Travel","Sales","CA","Single","Yes","Yes","Business","Asian","Male","Sales","4","0","4","3","3","4","3",26,2,60087,0,1,0
"899","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Management","2","1","3","2","4","2","4",26,23,221954,3,2,3
"902","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","1","5","4","4","2","5",28,3,128719,3,2,0
"903","Some Travel","Technology","CA","Single","No","Yes","Business","White","Other","Software Engineer","1","0","5","3","2","2","3",27,20,22986,7,1,1
"904","Some Travel","Technology","CA","Married","Yes","No","STEM","White","Female","AI/ML","2","1","3","3","4","2","5",28,12,115895,3,2,0
"905","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Black","Female","Software Engineer","4","1","3","2","2","3","4",40,27,42333,5,3,1
"906","No Travel ","Sales","CA","Single","No","No","Business","White","Male","Sales","1","0","3","2","5","4","3",22,41,27961,1,1,2
"907","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","AI/ML","4","2","4","5","5","2","4",30,26,36280,9,3,1
"908","Some Travel","Sales","IL","Divorced","No","No","Business","Mixed/Other","Female","Sales","4","1","5","4","3","5","4",36,20,220472,1,2,0
"910","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","2","5","4","4","2","5",28,45,110057,5,1,1
"911","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","3","0","4","3","2","5","5",21,7,76518,2,3,1
"912","Some Travel","Technology","NY","Married","No","No","Business","White","Other","Management","2","0","5","4","3","5","4",40,29,295688,5,1,0
"913","Frequent Traveller","Technology","NY","Married","Yes","Yes","Business","White","Male","Software Engineer","3","1","3","4","4","5","5",28,3,58993,7,1,1
"915","Some Travel","Technology","NY","Single","No","Yes","Business","Black","Male","Software Engineer","5","0","3","2","5","4","3",29,36,113448,4,2,1
"916","Frequent Traveller","Human Resources","CA","Divorced","Yes","No","HR","Mixed/Other","Male","HR","3","1","5","3","5","2","4",26,17,30502,0,1,0
"917","Some Travel","Human Resources","NY","Married","Yes","Yes","Business","White","Female","HR","2","0","3","2","5","3","2",22,7,29322,0,1,0
"918","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","Software Engineer","2","0","5","2","4","5","3",32,36,78672,9,3,1
"919","Some Travel","Technology","IL","Married","No","No","Other","White","Female","AI/ML","4","0","5","3","5","5","5",24,27,33554,2,3,2
"920","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","3","2","4","3","2","4","2",26,18,26414,5,3,1
"921","Some Travel","Technology","IL","Married","No","Yes","STEM","Mixed/Other","Female","Management","3","1","3","3","5","2","3",29,32,388605,5,2,1
"922","No Travel ","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","2","4","3","3","3",26,21,26919,5,3,3
"923","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","3","3","3","2","4","4","4",40,28,46285,8,2,2
"924","Frequent Traveller","Sales","CA","Single","Yes","No","Business","Mixed/Other","Female","Sales","3","0","5","5","2","2","4",29,18,177402,5,1,0
"925","Frequent Traveller","Sales","NY","Married","Yes","No","Business","Mixed/Other","Other","Sales","4","2","1","3","3","1","3",22,28,39845,0,2,1
"926","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","3","5","4","2","4",47,7,116165,7,3,0
"928","No Travel ","Technology","IL","Married","No","No","STEM","Black","Female","Software Engineer","4","3","3","4","4","4","3",25,24,44146,1,2,2
"929","Some Travel","Technology","NY","Single","No","No","Other","White","Female","AI/ML","3","0","1","4","3","2","5",22,21,33354,2,1,1
"930","Some Travel","Human Resources","CA","Married","No","No","HR","White","Male","HR","3","0","5","3","2","5","3",41,36,131047,4,1,0
"931","No Travel ","Technology","IL","Married","Yes","Yes","Business","Mixed/Other","Male","Software Engineer","4","1","2","4","2","2","5",26,15,35373,3,3,0
"932","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","2","0","5","4","4","5","5",27,45,57102,6,1,1
"933","Some Travel","Technology","IL","Divorced","No","Yes","STEM","Mixed/Other","Other","Software Engineer","3","2","3","4","4","3","3",25,19,90418,4,3,3
"934","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Female","Sales","4","2","4","3","2","4","3",23,19,87629,4,3,0
"935","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","3","0","4","3","4","3","3",24,12,33202,5,1,2
"936","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Other","Software Engineer","1","0","5","2","3","5","2",28,40,187698,1,2,2
"937","Some Travel","Technology","IL","Married","No","No","STEM","White","Female","Software Engineer","2","0","3","3","2","2","3",23,34,29956,1,1,0
"938","Some Travel","Sales","CA","Divorced","No","No","STEM","White","Other","Sales","1","1","5","3","2","3","4",24,33,24174,2,1,2
"939","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Male","Sales","3","0","5","4","2","3","4",43,27,128885,10,1,1
"940","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","5","1","4","2","1","3","3",24,17,63747,1,3,2
"941","Frequent Traveller","Technology","NY","Single","Yes","Yes","Business","White","Male","Software Engineer","3","0","5","3","4","3","4",22,2,37014,1,1,1
"942","Frequent Traveller","Technology","CA","Married","No","No","Other","Mixed/Other","Male","Software Engineer","4","1","4","5","2","4","2",21,37,32679,3,1,1
"944","Frequent Traveller","Sales","IL","Single","Yes","Yes","Other","Mixed/Other","Female","Sales","4","0","3","2","4","3","3",25,3,56163,0,2,0
"945","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","2","4","1","3","5",26,39,60494,7,3,1
"946","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Male","Software Engineer","4","0","1","4","4","1","2",23,42,28824,2,1,2
"947","Frequent Traveller","Technology","NY","Single","Yes","No","STEM","Mixed/Other","Female","Software Engineer","3","0","3","5","5","3","2",26,14,36794,4,1,1
"949","Some Travel","Technology","IL","Single","No","No","STEM","Black","Female","Software Engineer","3","0","5","3","4","5","3",26,45,74096,5,2,2
"950","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","3","4","5","2","4",24,14,67538,4,1,0
"951","Frequent Traveller","Sales","NY","Single","No","No","Business","White","Other","Sales","3","0","3","3","2","5","3",41,3,248987,9,2,2
"952","No Travel ","Human Resources","NY","Divorced","No","No","Business","Mixed/Other","Female","HR","2","1","5","5","3","4","4",31,25,55682,2,2,2
"954","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","3","1","3","5","4","5","3",44,29,126073,2,1,0
"955","Some Travel","Technology","CA","Single","No","Yes","STEM","Asian","Male","AI/ML","3","0","5","4","5","2","5",28,2,220234,7,2,0
"957","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Software Engineer","3","1","3","5","2","4","2",36,32,111294,8,2,0
"958","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","AI/ML","2","1","1","4","3","4","2",25,40,80779,4,3,1
"959","Some Travel","Sales","NY","Married","No","Yes","Business","White","Male","Sales","2","1","3","2","4","3","4",40,35,63455,8,1,0
"960","No Travel ","Sales","CA","Single","No","No","Business","White","Male","Sales","5","0","3","2","3","4","4",48,9,125587,10,3,2
"961","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","4","1","2","4","4","4","3",27,21,73326,5,1,1
"962","Frequent Traveller","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Software Engineer","4","1","3","3","5","5","5",45,6,92613,6,2,0
"964","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Male","Sales","2","1","4","2","4","2","5",34,30,133468,7,3,0
"966","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","Management","5","0","4","2","3","4","3",25,13,178337,7,1,2
"967","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","4","0","5","5","2","5","5",26,28,29791,7,1,2
"968","Frequent Traveller","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","4","0","1","4","3","2","2",35,39,71257,6,2,3
"969","Frequent Traveller","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","5","4","2","4","4",25,20,96514,4,3,0
"970","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Other","Software Engineer","2","2","4","2","3","3","4",26,8,27219,5,3,0
"972","Some Travel","Sales","IL","Married","No","No","Business","Asian","Male","Sales","4","2","5","4","4","5","5",42,16,106277,5,1,2
"973","Some Travel","Sales","NY","Divorced","No","Yes","Business","White","Female","Sales","2","1","4","2","4","4","4",34,16,100710,10,3,0
"974","Some Travel","Technology","NY","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","4","5",36,41,218940,8,3,3
"975","Some Travel","Technology","IL","Married","No","No","Business","Mixed/Other","Female","Software Engineer","3","1","4","3","3","5","2",27,45,28828,6,3,0
"976","Some Travel","Human Resources","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","HR","1","1","3","2","4","2","5",33,3,53616,3,2,0
"977","Some Travel","Sales","CA","Married","Yes","No","Business","White","Male","Sales","4","0","5","3","4","4","4",45,22,270302,0,1,1
"978","Some Travel","Technology","IL","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","5","5","4","3","3",37,22,193287,1,3,1
"979","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","2","3",25,34,45286,3,1,0
"983","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","1","5","5","4","4","4",23,11,22488,2,3,1
"984","No Travel ","Technology","CA","Single","Yes","Yes","STEM","Asian","Male","AI/ML","3","0","3","3","3","2","3",24,35,32502,1,2,0
"987","Frequent Traveller","Technology","CA","Single","Yes","No","Business","Mixed/Other","Female","Software Engineer","1","0","3","2","5","3","3",25,24,40314,3,1,1
"988","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","2","2","5","4","2","3","5",29,8,119083,6,3,2
"989","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","2","1","4","2","4","3","4",42,10,48922,9,1,1
"992","Some Travel","Technology","IL","Single","No","No","STEM","Mixed/Other","Female","AI/ML","4","0","5","5","2","4","3",32,20,85884,9,3,2
"993","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","2","1","2","4","5",30,19,125751,1,2,0
"994","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","Software Engineer","1","2","4","5","5","5","5",26,15,45085,4,2,0
"995","Frequent Traveller","Technology","CA","Divorced","Yes","Yes","STEM","White","Female","AI/ML","1","1","3","3","3","2","3",32,13,48835,7,1,2
"996","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Female","AI/ML","4","3","4","2","5","5","5",27,25,24571,5,3,0
"997","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","5","2","4","2","3",27,21,66488,6,1,0
"998","Some Travel","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Male","Software Engineer","4","0","4","4","5","5","3",23,30,54171,3,2,3
"999","Some Travel","Sales","CA","Married","No","No","Business","White","Other","Sales","1","0","4","3","2","3","3",30,11,127014,8,2,2
"1000","Some Travel","Technology","CA","Married","No","No","Business","White","Male","AI/ML","3","1","1","4","4","4","3",21,40,58274,3,2,1
"1001","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","3","1","3","1","4","4","5",44,35,75667,6,2,0
"1002","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","Software Engineer","2","2","5","2","5","4","4",21,22,73075,1,3,2
"1003","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","1","1","3","2","5","4","5",41,16,48147,10,3,1
"1005","No Travel ","Technology","NY","Single","Yes","Yes","STEM","Black","Male","Software Engineer","2","0","2","4","1","4","2",28,17,54324,3,2,2
"1006","Some Travel","Human Resources","NY","Married","No","No","Business","White","Female","HR","3","0","3","3","2","3","5",22,11,26880,2,2,0
"1008","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","2","4","4","2","2","4",32,33,121881,8,3,1
"1010","Some Travel","Sales","CA","Single","Yes","Yes","STEM","White","Male","Sales","1","0","3","4","3","5","2",26,44,40638,0,3,0
"1011","Some Travel","Sales","CA","Single","No","Yes","Business","White","Male","Sales","4","0","3","4","4","2","4",38,23,157718,10,3,0
"1012","No Travel ","Sales","CA","Single","No","No","Business","White","Female","Management","3","0","3","4","4","1","3",40,9,254535,2,1,2
"1013","Frequent Traveller","Technology","CA","Single","Yes","Yes","STEM","White","Male","AI/ML","3","0","3","3","5","4","2",29,26,78541,5,1,0
"1014","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","4","5","2","5","2",31,10,168087,7,2,0
"1015","Some Travel","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Female","AI/ML","2","1","4","2","4","5","2",25,27,84770,5,3,1
"1016","Some Travel","Technology","CA","Married","Yes","No","Business","Mixed/Other","Female","AI/ML","2","1","3","4","3","3","5",28,23,65328,4,2,1
"1017","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Management","3","3","3","4","5","4","3",44,29,304520,2,2,2
